critic,fresh,imdb,publication,quote,review_date,rtid,title
,0,123209,Globe and Mail,,3/22/02,10244,The Other Sister
Peter Travers,0,123209,Rolling Stone,,5/11/01,10244,The Other Sister
Kenneth Turan,0,123209,Los Angeles Times,,2/14/01,10244,The Other Sister
Roger Ebert,0,123209,Chicago Sun-Times,"Shameless in its use of mental retardation as a gimmick, a prop and a plot device.",1/1/00,10244,The Other Sister
Lisa Schwarzbaum,0,123209,Entertainment Weekly,There's a word for this vulgar family-therapy movie: retarded.,1/1/00,10244,The Other Sister
Michael Wilmington,0,123209,Chicago Tribune,A neatly wrapped made-for-TV homily!,1/1/00,10244,The Other Sister
James Berardinelli,0,123209,ReelViews,,1/1/00,10244,The Other Sister
Sean Means,0,123209,Film.com,So over-the-top maudlin that it makes Patch Adams and Stepmom look stoic and reserved.,1/1/00,10244,The Other Sister
Paul Tatara,0,123209,CNN.com,,1/1/00,10244,The Other Sister
Joe Baltake,0,123209,Sacramento Bee,,1/1/00,10244,The Other Sister
Edward Guthmann,0,123209,San Francisco Chronicle,"Never manages more than a glib, TV movie-of- the-week glance at their lives.",1/1/00,10244,The Other Sister
Janet Maslin,1,123209,New York Times,Beautifully acted!,1/1/00,10244,The Other Sister
Kevin Maynard,1,123209,Mr. Showbiz,Mostly works thanks to lead performances.,1/1/00,10244,The Other Sister
Susan Stark,0,123209,Detroit News,Has neither the imagination nor the reach of Forrest Gump.,1/1/00,10244,The Other Sister
Stanley Kauffmann,0,123209,The New Republic,,1/1/00,10244,The Other Sister
Dennis Lim,0,123209,Village Voice,,1/1/00,10244,The Other Sister
Derek Elley,0,120618,Variety,,10/18/08,14704,Breakfast of Champions
,0,120618,Time Out,,6/24/06,14704,Breakfast of Champions
,0,120618,Globe and Mail,,3/19/02,14704,Breakfast of Champions
Kevin Thomas,0,120618,Los Angeles Times,,2/14/01,14704,Breakfast of Champions
Michael Atkinson,0,120618,Mr. Showbiz,Breakfast of Champions is a spectacular failure.,1/1/00,14704,Breakfast of Champions
Amy Taubin,0,120618,Village Voice,"Another middle-aged male-crisis opus, it begins on a note of total migraine-inducing hysteria, which continues unabated throughout.",1/1/00,14704,Breakfast of Champions
Joe Baltake,0,120618,Sacramento Bee,,1/1/00,14704,Breakfast of Champions
Owen Gleiberman,0,120618,Entertainment Weekly,Unwatchable!,1/1/00,14704,Breakfast of Champions
Stephen Holden,0,120618,New York Times,"The movie looks and feels like a frantic, live-action psychedelic cartoon.",1/1/00,14704,Breakfast of Champions
Stanley Kauffmann,0,120618,The New Republic,A long series of misfires in writing and acting.,1/1/00,14704,Breakfast of Champions
James Berardinelli,0,120618,ReelViews,"Rudolph's film, like most of his others, just isn't funny enough to sustain the lunacy.",1/1/00,14704,Breakfast of Champions
Gene Seymour,1,120618,Newsday,"If you can stand the tumult, you may find yourself feeling giddy as you watch old pros like Nolte, Willis, Hershey and, especially, Finney play at such a high pitch.",1/1/00,14704,Breakfast of Champions
Peter Stack,0,120618,San Francisco Chronicle,,1/1/00,14704,Breakfast of Champions
Jay Carr,0,120618,Boston Globe,A misfire.,1/1/00,14704,Breakfast of Champions
Robert Horton,0,120618,Film.com,Breakfast of Champions is a weirdly stillborn experience.,1/1/00,14704,Breakfast of Champions
Jonathan Foreman,0,120618,New York Post,Tasteless adaptation makes for flaky Breakfast.,1/1/00,14704,Breakfast of Champions
Joe Baltake,1,452594,Passionate Moviegoer,"""The Break-Up"": A brilliantly uncompromising, often harsh but very accurate examination of a relationship unraveling",7/16/07,155655036,The Break-Up
Anna Smith,1,452594,Time Out,Sharp dialogue and detailed observations make it a good deal funnier than you might expect.,7/20/06,155655036,The Break-Up
,0,452594,St. Louis Post-Dispatch,,7/1/06,155655036,The Break-Up
Joe Morgenstern,0,452594,Wall Street Journal,"It's not a good sign when a movie is called The Break-Up and you can't wait for the couple to split so they'll get some relief from one another, and give the audience some relief from them.",6/22/06,155655036,The Break-Up
Andrew Sarris,0,452594,New York Observer,One seemingly terminal problem with the casting of Ms. Aniston and Mr. Vaughn is that neither of their careers has featured characters who excelled at one-to-one relationships with the opposite sex.,6/21/06,155655036,The Break-Up
Richard Roeper,1,452594,Ebert & Roeper,"Vince Vaughn kills me. Jennifer Aniston, I think, is underrated as a film actress.",6/5/06,155655036,The Break-Up
Mick LaSalle,0,452594,San Francisco Chronicle,"The movie offers nothing funny, just a series of sour situations.",6/2/06,155655036,The Break-Up
Moira MacDonald,0,452594,Seattle Times,"The Break-Up, a grim excuse for a romantic comedy, is basically an hour and 45 minutes spent in the company of two unpleasant people during a miserable time in their lives.",6/2/06,155655036,The Break-Up
Peter Howell,1,452594,Toronto Star,It's the most interesting spin on domestic strife since Michael Douglas and Kathleen Turner were hurling dishes at each other in The War of the Roses.,6/2/06,155655036,The Break-Up
Roger Moore,0,452594,Orlando Sentinel,"In short, The Break-Up is too accurate to be light-hearted, too light and flippant to be really romantic.",6/2/06,155655036,The Break-Up
Lisa Rose,0,452594,Newark Star-Ledger,A romantic comedy that's short on both romance and comedy.,6/2/06,155655036,The Break-Up
Lou Lumenick,0,452594,New York Post,"With a movie unwilling to go for the jugular, it's more like the dismal The Story of Us than The War of the Roses.",6/2/06,155655036,The Break-Up
Jack Mathews,0,452594,New York Daily News,I don't know if The Break-Up qualifies as a date movie. But it will serve as a cautionary tale for couples falling in love.,6/2/06,155655036,The Break-Up
Connie Ogle,0,452594,Miami Herald,"Listening to people bicker for almost two hours wears thin, especially when the comedy is never quite so funny as you had hoped it would be.",6/2/06,155655036,The Break-Up
Amy Biancolli,1,452594,Houston Chronicle,"It might not be the frosted lemon tart that's been advertised for months, but it is solid, satisfying fare -- flecked with humor, grounded in pain.",6/2/06,155655036,The Break-Up
Rick Groen,0,452594,Globe and Mail,"The Break-Up goes badly wrong. Although possessed of a laudable desire not to be yet another run-of-the-mill, wacky-impediment -- damned if the picture can figure out how to be an anti-romance comedy.",6/2/06,155655036,The Break-Up
Tom Long,0,452594,Detroit News,"As an off-beat anatomy of a troubled couple, the film almost succeeds. As summer movie fun well, it's not.",6/2/06,155655036,The Break-Up
Terry Lawson,0,452594,Detroit Free Press,"If you really feel the need to be bullied and insulted, just call up your HMO provider or reserve a table at an expensive restaurant.",6/2/06,155655036,The Break-Up
Robert Denerstein,0,452594,Denver Rocky Mountain News,It doesn't work as a revealing look at relationships or as a consistently funny comedy about the war between the sexes.,6/2/06,155655036,The Break-Up
Lisa Kennedy,0,452594,Denver Post,"If 7 Up is the un-cola, consider The Break-Up, -- the un-romantic comedy.",6/2/06,155655036,The Break-Up
Todd McCarthy,0,119054,Variety,,3/26/09,259262717,Eight Days a Week
,0,119054,L.A. Weekly,,4/8/03,259262717,Eight Days a Week
Kevin Thomas,0,119054,Los Angeles Times,,2/14/01,259262717,Eight Days a Week
Lisa Schwarzbaum,0,134948,Entertainment Weekly,,9/7/11,15734,Just the Ticket
,0,134948,Globe and Mail,,4/5/02,15734,Just the Ticket
Kevin Thomas,0,134948,Los Angeles Times,,2/14/01,15734,Just the Ticket
Stephen Holden,0,134948,New York Times,,1/1/00,15734,Just the Ticket
Jessica Winter,0,134948,Village Voice,,1/1/00,15734,Just the Ticket
Paul Tatara,0,134948,CNN.com,,1/1/00,15734,Just the Ticket
James Berardinelli,0,134948,ReelViews,,1/1/00,15734,Just the Ticket
,0,134948,Entertainment Weekly,,2/26/99,15734,Just the Ticket
Maggie Lee,0,70334,Hollywood Reporter,,1/9/12,13731,The Long Goodbye
,0,70334,Variety,,2/11/09,13731,The Long Goodbye
Geoff Andrew,0,70334,Time Out,,6/24/06,13731,The Long Goodbye
Roger Ebert,1,70334,Chicago Sun-Times,"It tries to be all genre and no story, and it almost works.",10/23/04,13731,The Long Goodbye
Vincent Canby,1,70334,New York Times,[Altman] attempts the impossible and pulls it off.,5/20/03,13731,The Long Goodbye
Dave Kehr,1,84390,Chicago Reader,"Imamura's rough sexual humor is still in evidence, but now it has taken on a dark tone: to make love is to flirt with death.",2/8/10,602667230,Narayama-bushi kô
,0,84390,Variety,,7/22/08,602667230,Narayama-bushi kô
,0,84390,Time Out,,1/26/06,602667230,Narayama-bushi kô
Vincent Canby,0,84390,New York Times,,5/20/03,602667230,Narayama-bushi kô
,0,98084,Variety,,3/26/09,13130,Pet Sematary
Derek Adams,0,98084,Time Out,,6/24/06,13130,Pet Sematary
Vincent Canby,0,98084,New York Times,,5/20/03,13130,Pet Sematary
Richard Harrington,0,98084,Washington Post,,1/1/00,13130,Pet Sematary
Brian Lowry,0,105128,Variety,,3/26/09,14161,Pet Sematary II
Stephen Holden,0,105128,New York Times,,6/10/03,14161,Pet Sematary II
Richard Harrington,0,105128,Washington Post,,1/1/00,14161,Pet Sematary II
Stephen Holden,0,106557,New York Times,,5/20/03,151436316,Children of the Corn II: The Final Sacrifice
James Berardinelli,0,106557,ReelViews,,1/1/00,151436316,Children of the Corn II: The Final Sacrifice
Richard Harrington,0,106557,Washington Post,,1/1/00,151436316,Children of the Corn II: The Final Sacrifice
Variety Staff,0,85333,Variety,"This deja vu premise [from the novel by Stephen King] combined with the crazed vehicle format, makes Christine appear pretty shop-worn.",9/24/07,14042,Christine
Dave Kehr,0,85333,Chicago Reader,Carpenter's thematic self-consciousness can't entirely overcome a shaky dramatic structure that sacrifices character logic to increasingly meaningless thrills.,9/24/07,14042,Christine
,0,85333,Time Out,"Off the page, a 1958 Plymouth is no more scary than the St Bernard which romped through Cujo.",2/9/06,14042,Christine
Roger Ebert,1,85333,Chicago Sun-Times,"This is the kind of movie where you walk out with a silly grin, get in your car, and lay rubber halfway down the Eisenhower.",10/23/04,14042,Christine
Janet Maslin,0,85333,New York Times,Only a moderately engrossing film.,5/20/03,14042,Christine
Tom Milne,1,84412,Time Out,Likeable.,1/26/06,13736,Night Shift
Janet Maslin,1,84412,New York Times,"This is a halfway funny movie, one that's got loads of good gags in its first half and nothing but trouble in its second.",8/30/04,13736,Night Shift
Jonathan Rosenbaum,1,84412,Chicago Reader,"This isn't as snappily directed or as caustically conceived as the subsequent Risky Business, which has a similar theme, but it's arguably just as sexy and almost as funny.",3/21/04,13736,Night Shift
Owen Gleiberman,1,185371,Entertainment Weekly,,9/7/11,13420,House on Haunted Hill
Joe Leydon,0,185371,Variety,,6/17/08,13420,House on Haunted Hill
Derek Adams,0,185371,Time Out,,2/9/06,13420,House on Haunted Hill
Eric Harrison,0,185371,Los Angeles Times,,8/15/02,13420,House on Haunted Hill
Liam Lacey,0,185371,Globe and Mail,Consistently inert -- even though the fee for successful housesitting has been raised to a million bucks a night.,3/19/02,13420,House on Haunted Hill
Mick LaSalle,0,185371,San Francisco Chronicle,House on Haunted Hill is the kind of horror movie that's not a bit scary and quite a bit gross.,1/1/00,13420,House on Haunted Hill
Bruce Westbrook,0,185371,Houston Chronicle,"As in The Haunting, they eventually surrender characters and story to computer-generated spectacle, squandering any creepy immediacy and trampling the human element.",1/1/00,13420,House on Haunted Hill
Steve Murray,0,185371,Atlanta Journal-Constitution,A bloody mess.,1/1/00,13420,House on Haunted Hill
Lawrence Van Gelder,0,185371,New York Times,House on Haunted Hill is a sorry reincarnation of the 1950s William Castle horror film.,1/1/00,13420,House on Haunted Hill
Keith Simanton,0,185371,Seattle Times,"Instead of thrill and chills, it's kills and spills.",1/1/00,13420,House on Haunted Hill
Susan Stark,0,185371,Detroit News,,1/1/00,13420,House on Haunted Hill
James Berardinelli,0,185371,ReelViews,Fails to deliver even one good 'boo!' moment.,1/1/00,13420,House on Haunted Hill
Sarah Beach,0,185371,Salon.com,,1/1/00,13420,House on Haunted Hill
Joe Baltake,0,185371,Sacramento Bee,,1/1/00,13420,House on Haunted Hill
Michael Atkinson,0,185371,Mr. Showbiz,"Paints its characters in strokes so broad just one would cover a barn, and, in the end, indulges in lame, dull digital effects that would put a 5-year-old to sleep.",1/1/00,13420,House on Haunted Hill
Tom Keogh,1,185371,Film.com,"Directed with a nimble, savvy touch.",1/1/00,13420,House on Haunted Hill
Lou Lumenick,0,185371,New York Post,"Slow-moving, yawn-inducing.",1/1/00,13420,House on Haunted Hill
,1,185371,Entertainment Weekly,,10/29/99,13420,House on Haunted Hill
,0,65377,Variety,,3/26/09,9808,Airport
Geoff Andrew,0,65377,Time Out,,6/24/06,9808,Airport
Vincent Canby,0,65377,New York Times,,5/9/05,9808,Airport
Roger Ebert,0,65377,Chicago Sun-Times,,10/23/04,9808,Airport
,0,71110,Variety,,3/26/09,12369,Airport 1975
Geoff Andrew,0,71110,Time Out,,2/9/06,12369,Airport 1975
Vincent Canby,0,71110,New York Times,,5/9/05,12369,Airport 1975
Roger Ebert,0,71110,Chicago Sun-Times,,10/23/04,12369,Airport 1975
James Berardinelli,0,71110,ReelViews,,1/1/00,12369,Airport 1975
,0,76636,Variety,,3/26/09,12134,Rollercoaster
Geoff Andrew,0,76636,Time Out,,6/24/06,12134,Rollercoaster
,0,76636,New York Times,,5/9/05,12134,Rollercoaster
Pauline Kael,0,72308,New Yorker,The movie doesn't stick together in one's head; this thing is like some junky fairground show -- a chamber of horrors with skeletons that jump up.,1/15/13,10654,The Towering Inferno
Don Druker,0,72308,Chicago Reader,"Irwin Allen, the Busby Berkeley of natural disasters and other people's troubles, teams up with John Guillermin, a competent if undistinguished action director.",2/3/12,10654,The Towering Inferno
Variety Staff,1,72308,Variety,"The Towering Inferno is one of the greatest disaster pictures made, a personal and professional triumph for producer Irwin Allen.",9/22/08,10654,The Towering Inferno
Geoff Andrew,0,72308,Time Out,A starry cast share out roles that are less like characters than places in a lifeboat.,6/24/06,10654,The Towering Inferno
Vincent Canby,1,72308,New York Times,"You may not come out of the theater with any important ideas about American architecture or enterprise, but you will have had a vivid, completely safe nightmare.",5/9/05,10654,The Towering Inferno
Roger Ebert,1,72308,Chicago Sun-Times,"The Towering Inferno is a brawny blockbuster of a movie, by far the best of the mid-1970s wave of disaster films.",10/23/04,10654,The Towering Inferno
,0,79550,Variety,,3/26/09,770675614,Meteor
Derek Adams,0,79550,Time Out,,6/24/06,770675614,Meteor
Janet Maslin,0,79550,New York Times,,5/9/05,770675614,Meteor
,1,70909,Variety,"Combines solid entertainment, chilling topicality, and superbly intelligent serio-comic story values.",6/5/07,12482,Westworld
J. R. Jones,1,70909,Chicago Reader,Priceless sci-fi schlock.,6/5/07,12482,Westworld
,1,70909,Time Out,Great stuff.,1/26/06,12482,Westworld
,1,70909,New York Times,[Michael Crichton] makes a creditable debut as a film director.,5/9/05,12482,Westworld
,0,74812,Variety,,3/26/09,12280,Logan's Run
Dave Kehr,0,74812,Chicago Reader,"A numbing combination of sloppy writing, vulgar art direction, high school acting, and bungled special effects.",6/4/07,12280,Logan's Run
Geoff Andrew,0,74812,Time Out,"Fundamentally, this is just further proof of Hollywood's untiring ability to reduce all science fiction to its most feeble stereotypes.",6/24/06,12280,Logan's Run
,1,74812,New York Times,Harmless fun enlivened by a couple of sequences that are as good as the entire film should have been.,5/9/05,12280,Logan's Run
Roger Ebert,1,74812,Chicago Sun-Times,"Logan's Run is a vast, silly extravaganza that delivers a certain amount of fun, once it stops taking itself seriously.",10/23/04,12280,Logan's Run
Keith Uhlich,1,63442,Time Out New York,As illuminatingly bleak a statement on human hubris as a Hollywood superproduction has given us.,7/6/11,11517,Planet of the Apes
Variety Staff,1,63442,Variety,Planet of the Apes is an amazing film.,4/7/08,11517,Planet of the Apes
James Berardinelli,1,63442,ReelViews,"Planet of the Apes is one of those rare films whose historical impact outweighs its quality. It's a good film, but not a classic.",5/30/07,11517,Planet of the Apes
Pat Graham,0,63442,Chicago Reader,Dismal SF deep think (1968) that gave birth to an equally dismal string of sequels and TV series spin-offs.,5/30/07,11517,Planet of the Apes
Roger Ebert,1,63442,Chicago Sun-Times,"It is quickly paced, completely entertaining, and its philosophical pretensions don't get in the way.",5/30/07,11517,Planet of the Apes
John Dooley,0,63442,Salon.com,"A dreadful film, a compendium of clumsy dialogue, one-dimensional characters, risible plot turns and long silences broken by incomprehensible meaningful looks.",8/16/01,11517,Planet of the Apes
,0,65462,Variety,Hokey and slapdash.,6/4/07,12408,Beneath the Planet of the Apes
,1,65462,Time Out,"This first sequel to Planet of the Apes isn't bad, but already shows the way the original conception was to degenerate into routine comic strip adventure.",1/26/06,12408,Beneath the Planet of the Apes
,0,69768,Variety,"Considering the usual fate of sequels, it's not so much that this final effort [from a story by Paul Dehn] is limp, but that the previous four pix maintained for so long a good quality level.",6/4/07,9893,Battle for the Planet of the Apes
,0,69768,Time Out,[It] seems reluctant to use the potentials for astute comic strip philosophy that all the other films revelled in to a greater or lesser extent.,1/26/06,9893,Battle for the Planet of the Apes
Roger Ebert,0,69768,Chicago Sun-Times,"Battle looks like the last gap of a dying series, a movie made simply to wring the dollars out of any remaining ape fans.",10/23/04,9893,Battle for the Planet of the Apes
,0,68408,Variety,The Planet of the Apes series takes an angry turn in the fourth entry.,6/4/07,12590,Conquest of the Planet of the Apes
,0,68408,Time Out,"Dismally lurid stuff, ham-fistedly directed and low on credibility.",6/24/06,12590,Conquest of the Planet of the Apes
Howard Thompson,1,68408,New York Times,J. Lee Thompson's direction furiously propels the action in a compact chromium-and-glass setting -- and wait till you see that last battle royal.,5/10/05,12590,Conquest of the Planet of the Apes
,1,67065,Variety,"Escape from the Planet of the Apes is an excellent film, almost as good as the original Planet of the Apes.",6/4/07,9851,Escape from the Planet of the Apes
,0,67065,Time Out,It's a long way down from even the second in the series.,1/26/06,9851,Escape from the Planet of the Apes
Roger Greenspun,1,67065,New York Times,"One of the better new movies in town, and better in a genre -- science-fiction -- that at the crucial middle level where the history of movies is made, if not written, has recently been not so much bad as invisible.",5/10/05,9851,Escape from the Planet of the Apes
,0,78740,Time Out,A deafening sonic yawn signs off this desperate finale to Universal's Arthur Hailey-inspired quartet of in-flight entertainments.,9/7/10,770670441,The Concorde... Airport '79
Janet Maslin,0,78740,New York Times,"Aeronautically and otherwise, it's a bumpy trip.",9/7/10,770670441,The Concorde... Airport '79
Variety Staff,1,78740,Variety,"Unintentional comedy still seems the Airport series' forte, although excellent special effects work, and some decent dramatics help Concorde take off.",9/7/10,770670441,The Concorde... Airport '79
,0,78856,Variety,,3/26/09,98836095,Beyond the Poseidon Adventure
,0,78856,Time Out,,9/2/06,98836095,Beyond the Poseidon Adventure
Fred Camper,0,78856,Chicago Reader,,9/2/06,98836095,Beyond the Poseidon Adventure
,0,78856,New York Times,,9/2/06,98836095,Beyond the Poseidon Adventure
Roger Ebert,0,78856,Chicago Sun-Times,,9/2/06,98836095,Beyond the Poseidon Adventure
Owen Gleiberman,1,175550,Entertainment Weekly,,9/7/11,20746,Dancemaker
Ken Eisner,0,175550,Variety,,3/26/09,20746,Dancemaker
,0,175550,Houston Chronicle,,7/21/05,20746,Dancemaker
Janet Maslin,0,175550,New York Times,,1/1/00,20746,Dancemaker
Elizabeth Zimmer,0,175550,Village Voice,,1/1/00,20746,Dancemaker
Bob Graham,1,175550,San Francisco Chronicle,,1/1/00,20746,Dancemaker
Joe Baltake,0,175550,Sacramento Bee,,1/1/00,20746,Dancemaker
,1,175550,Entertainment Weekly,,1800-01-01,20746,Dancemaker
J. Hoberman,0,122933,Village Voice,,10/18/08,13689,Analyze This
Andrew Sarris,0,122933,New York Observer,"[De Niro and Crystal] would seem to be perfectly cast as this oddest of odd couples, but something has gone wrong with the comic chemistry.",4/27/07,13689,Analyze This
Geoff Andrew,0,122933,Time Out,The comedy is heavy and the use of the stars lazy and cliched...,6/24/06,13689,Analyze This
Jeff Millar,0,122933,Houston Chronicle,"What De Niro ends up doing is simply burlesquing himself, much as he would do if he were guest-hosting Saturday Night Live.",7/21/05,13689,Analyze This
Peter Rainer,0,122933,New York Magazine,What we learn -- yet again -- is that potentially terrific comedies are often whacked by filmmakers who feel the need to spread a little therapy themselves.,8/7/04,13689,Analyze This
Mick LaSalle,1,122933,San Francisco Chronicle,Moments and lines are so perfect that they linger in the mind.,6/18/02,13689,Analyze This
Peter Travers,1,122933,Rolling Stone,It's a treat to watch Robert De Niro -- the goodfella supreme -- tweak every gangster role he's ever played.,5/11/01,13689,Analyze This
Roger Ebert,1,122933,Chicago Sun-Times,"Funny partly because De Niro and Crystal do what we expect them to do, and partly because they don't.",1/1/00,13689,Analyze This
Paul Tatara,1,122933,CNN.com,"De Niro and Crystal are a crackerjack pairing, and their interplay is loony enough to make you forgive the movie being stuck in neutral most of the time.",1/1/00,13689,Analyze This
Janet Maslin,1,122933,New York Times,An offer you can't refuse!,1/1/00,13689,Analyze This
Desson Thomson,0,122933,Washington Post,A sitcom disguised as a movie!,1/1/00,13689,Analyze This
Kevin Maynard,1,122933,Mr. Showbiz,A killer comedy!,1/1/00,13689,Analyze This
Michael Wilmington,1,122933,Chicago Tribune,Slick and rambunctious!,1/1/00,13689,Analyze This
Stephanie Zacharek,1,122933,Salon.com,"Ramis has made a fleet, unself-conscious, eminently enjoyable picture, where one-liners carom merrily like stray bullets, and where there's casual ease, like the drape of a sharpster's trousers, in the rapport between its two stars.",1/1/00,13689,Analyze This
James Berardinelli,1,122933,ReelViews,Frequently funny and occasionally hilarious!,1/1/00,13689,Analyze This
Lisa Schwarzbaum,1,122933,Entertainment Weekly,Buoyantly funny!,1/1/00,13689,Analyze This
Sean Means,0,122933,Film.com,"As the movie plods on, the jokes start to fall flat.",1/1/00,13689,Analyze This
Stanley Kauffmann,0,122933,The New Republic,"It ends up a one-joke picture, with feeble variations.",1/1/00,13689,Analyze This
Todd McCarthy,1,122933,Variety,De Niro's precise comic timing and colorful line readings constitute pic's greatest pleasure!,1/1/00,13689,Analyze This
Susan Stark,1,122933,Detroit News,Billy Crystal comes into his own with a monologue that will just make you howl.,1/1/00,13689,Analyze This
Owen Gleiberman,1,142192,Entertainment Weekly,,9/7/11,14666,The Corruptor
Emanuel Levy,0,142192,Variety,,3/26/09,14666,The Corruptor
,0,142192,Time Out,,6/24/06,14666,The Corruptor
,0,142192,Houston Chronicle,,7/21/05,14666,The Corruptor
,0,142192,Globe and Mail,,4/25/03,14666,The Corruptor
Peter Travers,0,142192,Rolling Stone,,5/11/01,14666,The Corruptor
Janet Maslin,1,142192,New York Times,Bracingly chilly!,1/1/00,14666,The Corruptor
Michael Atkinson,0,142192,Mr. Showbiz,"It's rote baloney, trotting out every dead-stupid cop-movie cliche in the book and doing it colorlessly.",1/1/00,14666,The Corruptor
,1,142192,New York Post,An enjoyable ride!,1/1/00,14666,The Corruptor
Tom Keogh,0,142192,Film.com,A half-hearted photograph of the real thing.,1/1/00,14666,The Corruptor
Paul Tatara,0,142192,CNN.com,,1/1/00,14666,The Corruptor
Bob Graham,1,142192,San Francisco Chronicle,,1/1/00,14666,The Corruptor
Amy Taubin,0,142192,Village Voice,,1/1/00,14666,The Corruptor
Joe Baltake,0,142192,Sacramento Bee,,1/1/00,14666,The Corruptor
James Berardinelli,0,142192,ReelViews,,1/1/00,14666,The Corruptor
Roger Ebert,0,142192,Chicago Sun-Times,"Hard Boiled, directed by the master of the genre, director John Woo, is a cult favorite. The Corruptor isn't in that league.",1/1/00,14666,The Corruptor
Susan Stark,1,142192,Detroit News,Visceral. Textural. Interesting.,1/1/00,14666,The Corruptor
Desson Thomson,1,142192,Washington Post,Jarringly entertaining!,1/1/00,14666,The Corruptor
Gene Seymour,1,142192,Newsday,"James Foley directs with lean, mean stylishness and the charismatic Yun-Fat finally gets a Hollywood vehicle worthy of his talents.",1/1/00,14666,The Corruptor
,1,142192,Chicago Tribune,"It surprises by taking us inside Chinatown, where we discover just how sinister and elaborate the relationships between the police and the businessmen can be.",1/1/00,14666,The Corruptor
Stephen Hunter,1,139134,Washington Post,What's both depressing and impressive about Cruel Intentions is the profound misanthropy of its meaning.,2/8/08,16563,Cruel Intentions
B.J. Sigesmund,1,139134,Newsweek,You won't be able to resist the film's ribaldry and cynicism. Kids these days!,2/8/08,16563,Cruel Intentions
,1,139134,Time Out,"Lascivious blackmailers and inveterate immoralists, these characters behave despicably, but the movie affects a tone of urbane detachment which puts sex in its proper perspective.",6/24/06,16563,Cruel Intentions
Jeff Millar,0,139134,Houston Chronicle,You sometimes have to giggle at this movie the way you do when you catch 4-year-olds playing dress-up in front of Mom's closet.,7/21/05,16563,Cruel Intentions
Bob Graham,0,139134,San Francisco Chronicle,"It is maliciously entertaining, up to a point.",6/18/02,16563,Cruel Intentions
Rick Groen,0,139134,Globe and Mail,This is the filmic answer to a pack of Spice Girl cards.,3/19/02,16563,Cruel Intentions
Peter Travers,0,139134,Rolling Stone,Rarely has a film elicited more raucous unintended laughter.,5/11/01,16563,Cruel Intentions
Roger Ebert,1,139134,Chicago Sun-Times,Smart and merciless!,1/1/00,16563,Cruel Intentions
Jonathan Rosenbaum,1,139134,Chicago Reader,"Neither the characters nor the events are exactly the same as those of the novel, but some of the same spirit comes across.",1/1/00,16563,Cruel Intentions
Michael Wilmington,0,139134,Chicago Tribune,"You may come to realize that if a bomb suddenly blew up everyone on screen, you wouldn't particularly miss anyone.",1/1/00,16563,Cruel Intentions
Stephen Holden,0,139134,New York Times,"You have the queasy sense that the whole thing is just an elaborate stunt, and in this case an exploitative one.",1/1/00,16563,Cruel Intentions
Dennis Lim,1,139134,Village Voice,"Though writer-director Roger Kumble doesn't fully exploit this conceit, Cruel Intentions is still briskly enjoyable, what people might call a 'guilty pleasure' -- only it's the sort of film that would mock anyone who felt guilt in pleasure.",1/1/00,16563,Cruel Intentions
Paul Clinton (CNN.com),0,139134,CNN.com,"The teen-age target audience will probably gobble Cruel Intentions right up, but for me this film boarders on creepy.",1/1/00,16563,Cruel Intentions
Ernest Hardy,0,139134,Film.com,"Bad acting, implausible plot twists and sure-to-be-classic bad lines!",1/1/00,16563,Cruel Intentions
James Berardinelli,0,139134,ReelViews,The likes of Glenn Close and John Malkovich have given way to unconvincing actors who can't grasp the concept that roles of this complexity require more than good looks.,1/1/00,16563,Cruel Intentions
Susan Stark,0,139134,Detroit News,The film is pitched too high and too rich to make a solid connection with most young viewers.,1/1/00,16563,Cruel Intentions
Lisa Schwarzbaum,1,139134,Entertainment Weekly,"Foxy, snotty, enjoyably trashy!",1/1/00,16563,Cruel Intentions
Emanuel Levy,1,139134,Variety,"Nasty, profane and wickedly entertaining!",1/1/00,16563,Cruel Intentions
Charles Taylor,1,139134,Salon.com,Cruel Intentions is the dirtiest-minded American movie in recent memory -- and an honestly corrupt entertaining picture is never anything to sneeze at.,1/1/00,16563,Cruel Intentions
Eleonore Snow,0,139134,Mr. Showbiz,"Overbaked, overproduced, and overliterary!",1/1/00,16563,Cruel Intentions
Derek Elley,0,120735,Variety,,10/18/08,15261,"Lock, Stock and Two Smoking Barrels"
Andrew Sarris,1,120735,New York Observer,"I was thoroughly entertained while I was watching it, and I haven't hated myself since. And that is something, though I don't know exactly what.",4/27/07,15261,"Lock, Stock and Two Smoking Barrels"
Geoff Andrew,1,120735,Time Out,"Expect plenty of laughs and some edge-of-your-seat sweats, but not a whole lot else.",2/9/06,15261,"Lock, Stock and Two Smoking Barrels"
Susan Stark,1,120735,Detroit News,,4/10/02,15261,"Lock, Stock and Two Smoking Barrels"
Liam Lacey,0,120735,Globe and Mail,"The best one can say is that it's a smart cartoon, and a fairly exhausting viewing experience.",3/19/02,15261,"Lock, Stock and Two Smoking Barrels"
Peter Travers,1,120735,Rolling Stone,"Even when the accents are as indecipherable as the plot, Ritchie keeps the action percolating and the humor on high.",6/5/01,15261,"Lock, Stock and Two Smoking Barrels"
Bob Graham,1,120735,San Francisco Chronicle,"Even if flashy Ritchie's tall tale about the East End underworld starts to run out of steam, the punch line is so good that it makes up for a lot.",1/1/00,15261,"Lock, Stock and Two Smoking Barrels"
